D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_16_854.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_16_854.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_16_854.jpg,0,1,0,4.816637
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_16_921.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_16_921.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_16_921.jpg,0,1,0,5.478512
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_16_989.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_16_989.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_16_989.jpg,0,1,0,6.398669
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_17_055.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_17_055.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_17_055.jpg,0,0.8221881,0,7.010576
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_17_126.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_17_126.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_17_126.jpg,0,0.5754449,0,7.619248
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_17_192.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_17_192.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_17_192.jpg,0,0.5169515,0,7.93884
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_17_262.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_17_262.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_17_262.jpg,0,0.7498819,0,8.501342
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_17_333.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_17_333.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_17_333.jpg,0,0.9362267,0,9.071545
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_17_403.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_17_403.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_17_403.jpg,0,1,0,9.959463
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_17_472.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_17_472.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_17_472.jpg,0,1,0,10.62541
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_17_540.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_17_540.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_17_540.jpg,0,1,0,11.28741
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_17_609.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_17_609.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_17_609.jpg,0,1,0,11.91664
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_17_676.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_17_676.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_17_676.jpg,-0.1,1,0,12.78986
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_17_746.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_17_746.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_17_746.jpg,-0.3,1,0,13.75302
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_17_816.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_17_816.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_17_816.jpg,-0.45,1,0,14.05509
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_17_886.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_17_886.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_17_886.jpg,-0.6500001,1,0,14.83637
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_17_954.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_17_954.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_17_954.jpg,-0.8000001,1,0,15.60448
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_18_022.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_18_022.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_18_022.jpg,0,1,0,16.01807
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_18_093.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_18_093.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_18_093.jpg,0,1,0,16.77272
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_18_162.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_18_162.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_18_162.jpg,0,1,0,17.59941
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_18_230.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_18_230.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_18_230.jpg,0,1,0,18.41572
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_18_300.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_18_300.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_18_300.jpg,0,1,0,18.87206
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_18_368.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_18_368.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_18_368.jpg,0,1,0,19.70415
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_18_439.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_18_439.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_18_439.jpg,0,1,0,20.42391
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_18_508.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_18_508.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_18_508.jpg,-0.05,1,0,21.21488
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_18_576.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_18_576.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_18_576.jpg,-0.2,1,0,21.73556
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_18_644.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_18_644.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_18_644.jpg,-0.4,1,0,22.46387
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_18_714.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_18_714.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_18_714.jpg,-0.5500001,1,0,22.97446
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_18_782.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_18_782.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_18_782.jpg,-0.7,1,0,23.40419
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_18_849.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_18_849.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_18_849.jpg,0,1,0,23.97147
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_18_919.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_18_919.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_18_919.jpg,0,1,0,24.48533
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_18_990.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_18_990.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_18_990.jpg,0,1,0,25.22683
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_19_061.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_19_061.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_19_061.jpg,0,1,0,25.79565
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_19_129.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_19_129.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_19_129.jpg,0,1,0,26.55405
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_19_200.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_19_200.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_19_200.jpg,0,1,0,27.1197
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_19_268.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_19_268.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_19_268.jpg,0,1,0,27.86885
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_19_336.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_19_336.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_19_336.jpg,0,1,0,28.42679
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_19_406.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_19_406.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_19_406.jpg,-0.2,1,0,29.14748
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_19_474.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_19_474.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_19_474.jpg,-0.35,1,0,29.63821
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_19_545.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_19_545.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_19_545.jpg,-0.5500001,1,0,30.13762
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_19_616.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_19_616.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_19_616.jpg,0,1,0,30.18412
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_19_686.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_19_686.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_19_686.jpg,0,0.9833635,0,30.1884
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_19_753.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_19_753.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_19_753.jpg,0,0.810847,0,30.15146
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_19_821.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_19_821.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_19_821.jpg,-0.1,0.9941635,0,30.17737
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_19_890.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_19_890.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_19_890.jpg,-0.3,1,0,30.17173
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_19_961.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_19_961.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_19_961.jpg,-0.45,1,0,30.15343
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_20_032.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_20_032.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_20_032.jpg,0,1,0,30.18315
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_20_098.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_20_098.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_20_098.jpg,0,1,0,30.18788
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_20_169.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_20_169.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_20_169.jpg,0,1,0,30.18956
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_20_239.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_20_239.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_20_239.jpg,0,1,0,30.19017
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_20_310.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_20_310.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_20_310.jpg,0,1,0,30.19032
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_20_380.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_20_380.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_20_380.jpg,0,1,0,30.19085
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_20_450.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_20_450.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_20_450.jpg,0,1,0,30.1903
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_20_520.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_20_520.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_20_520.jpg,0,1,0,30.19034
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_20_589.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_20_589.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_20_589.jpg,0,1,0,30.19026
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_20_657.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_20_657.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_20_657.jpg,0,1,0,30.19031
D:\HKII_2024-2025\ITS\SeftDriving\IMG\center_2025_04_04_18_07_20_725.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\left_2025_04_04_18_07_20_725.jpg,D:\HKII_2024-2025\ITS\SeftDriving\IMG\right_2025_04_04_18_07_20_725.jpg,0,1,0,30.19028
